@RELATION demanda_productos

@ATTRIBUTE cantidadVendidaMes NUMERIC
@ATTRIBUTE stockActual NUMERIC
@ATTRIBUTE precioUnitario NUMERIC
@ATTRIBUTE categoria STRING
@ATTRIBUTE mesVenta {ENERO,FEBRERO,MARZO,ABRIL,MAYO,JUNIO,JULIO,AGOSTO,SEPTIEMBRE,OCTUBRE,NOVIEMBRE,DICIEMBRE}
@ATTRIBUTE frecuenciaReposicion NUMERIC
@ATTRIBUTE tienePromocion {false,true}
@ATTRIBUTE demanda {ALTA,MEDIA,BAJA}

@DATA
125,83,54.96,'MODA',SEPTIEMBRE,5,false,ALTA
75,96,71.87,'ALIMENTOS',MARZO,2,true,ALTA
82,60,31.93,'ALIMENTOS',AGOSTO,8,true,ALTA
27,53,108.55,'ALIMENTOS',MARZO,0,true,BAJA
101,90,45.61,'HOGAR',FEBRERO,4,false,ALTA
113,27,116.56,'MODA',ABRIL,4,false,ALTA
106,68,50.58,'HOGAR',ABRIL,9,false,ALTA
68,74,100.93,'HOGAR',SEPTIEMBRE,5,true,MEDIA
64,63,69.81,'HOGAR',OCTUBRE,6,true,MEDIA
87,56,19.19,'ALIMENTOS',DICIEMBRE,8,true,ALTA
57,10,10.11,'HOGAR',ENERO,3,false,MEDIA
71,43,82.78,'ALIMENTOS',OCTUBRE,4,true,MEDIA
74,54,21.66,'HOGAR',ABRIL,6,true,MEDIA
43,54,71.2,'DEPORTES',OCTUBRE,1,true,MEDIA
26,16,51.37,'MODA',AGOSTO,1,false,BAJA
54,97,118.63,'MODA',JULIO,1,true,MEDIA
117,28,117.47,'ALIMENTOS',MAYO,5,false,ALTA
80,21,43.38,'ALIMENTOS',DICIEMBRE,7,false,ALTA
67,4,90.21,'DEPORTES',DICIEMBRE,8,true,ALTA
10,47,111.32,'MODA',ENERO,3,true,BAJA
35,47,45.78,'ELECTRONICA',MAYO,6,true,MEDIA
138,71,146.77,'ALIMENTOS',DICIEMBRE,0,false,ALTA
49,91,49.95,'ELECTRONICA',SEPTIEMBRE,9,true,MEDIA
148,42,35.63,'DEPORTES',MAYO,2,false,ALTA
135,98,86.16,'DEPORTES',JUNIO,0,false,ALTA
66,37,23.89,'MODA',JUNIO,4,false,MEDIA
132,75,142.6,'ALIMENTOS',JULIO,1,false,BAJA
39,44,104.29,'DEPORTES',MARZO,6,false,MEDIA
48,25,44.23,'DEPORTES',SEPTIEMBRE,0,false,MEDIA
86,44,98.47,'HOGAR',OCTUBRE,0,true,ALTA
77,43,90.21,'HOGAR',OCTUBRE,5,true,ALTA
72,60,130.9,'HOGAR',JULIO,6,false,MEDIA
57,82,75.95,'ELECTRONICA',DICIEMBRE,6,false,MEDIA
13,85,29.53,'HOGAR',FEBRERO,8,false,BAJA
120,78,22.92,'MODA',AGOSTO,1,false,ALTA
86,28,57.2,'DEPORTES',SEPTIEMBRE,9,false,ALTA
86,65,119.34,'MODA',AGOSTO,5,true,ALTA
59,85,116.19,'DEPORTES',MARZO,6,true,MEDIA
120,73,60.94,'MODA',MAYO,6,false,ALTA
149,2,106.7,'HOGAR',AGOSTO,5,true,ALTA
34,48,139.53,'HOGAR',OCTUBRE,4,true,MEDIA
141,65,149.03,'DEPORTES',DICIEMBRE,5,true,ALTA
122,4,110.98,'ALIMENTOS',JULIO,4,true,ALTA
92,70,54.99,'ALIMENTOS',ENERO,6,true,ALTA
102,22,121.57,'ALIMENTOS',MAYO,5,false,ALTA
5,48,74.64,'ELECTRONICA',MARZO,8,false,BAJA
36,60,108.33,'HOGAR',NOVIEMBRE,8,false,MEDIA
52,7,92.25,'HOGAR',JUNIO,9,false,MEDIA
144,10,82.06,'DEPORTES',NOVIEMBRE,7,true,MEDIA
51,41,60.44,'HOGAR',MAYO,1,true,MEDIA
52,61,122.01,'ELECTRONICA',NOVIEMBRE,2,false,MEDIA
130,21,75.54,'ALIMENTOS',MAYO,8,true,ALTA
41,63,32.33,'MODA',FEBRERO,2,false,MEDIA
115,40,134.95,'DEPORTES',JULIO,2,false,ALTA
85,57,102.27,'HOGAR',SEPTIEMBRE,1,true,ALTA
36,94,103.87,'HOGAR',DICIEMBRE,10,false,MEDIA
1,83,149.5,'ELECTRONICA',ABRIL,7,false,ALTA
147,94,116.15,'ELECTRONICA',FEBRERO,8,false,ALTA
41,2,58.39,'MODA',ENERO,0,true,MEDIA
25,32,114.24,'MODA',MARZO,9,false,BAJA
85,83,63.54,'ELECTRONICA',DICIEMBRE,7,true,ALTA
17,78,11.53,'ALIMENTOS',AGOSTO,10,true,BAJA
35,73,7.83,'MODA',ABRIL,8,false,MEDIA
64,14,94.66,'ELECTRONICA',AGOSTO,8,false,MEDIA
86,54,43.15,'DEPORTES',JULIO,1,false,MEDIA
116,63,35.66,'ELECTRONICA',ENERO,1,true,ALTA
39,20,50.23,'MODA',SEPTIEMBRE,8,false,MEDIA
63,57,94.08,'HOGAR',MAYO,9,false,MEDIA
144,80,32.29,'MODA',NOVIEMBRE,8,true,ALTA
95,59,122.74,'MODA',AGOSTO,8,false,ALTA
140,89,13.61,'MODA',SEPTIEMBRE,3,true,ALTA
95,61,139.09,'ELECTRONICA',MAYO,5,false,ALTA
83,10,34.2,'HOGAR',OCTUBRE,7,true,ALTA
76,87,59.38,'ELECTRONICA',AGOSTO,2,false,ALTA
148,25,80.84,'DEPORTES',SEPTIEMBRE,1,true,ALTA
37,37,34.56,'ALIMENTOS',JUNIO,1,false,BAJA
29,38,110.66,'DEPORTES',ABRIL,9,true,BAJA
50,48,79.74,'HOGAR',NOVIEMBRE,9,false,MEDIA
125,26,112.39,'ALIMENTOS',NOVIEMBRE,5,true,ALTA
71,74,146.68,'DEPORTES',FEBRERO,8,true,MEDIA
49,32,76.12,'HOGAR',ENERO,8,false,MEDIA
49,10,44.68,'MODA',NOVIEMBRE,7,true,MEDIA
83,68,123.1,'HOGAR',AGOSTO,9,true,ALTA
127,24,14.6,'ELECTRONICA',ENERO,9,true,ALTA
29,83,138.72,'DEPORTES',MAYO,9,true,BAJA
150,31,77.9,'ALIMENTOS',JULIO,4,true,BAJA
1,90,58.71,'DEPORTES',JUNIO,9,true,BAJA
38,84,147.62,'HOGAR',MARZO,9,true,MEDIA
45,70,74.3,'HOGAR',DICIEMBRE,0,true,MEDIA
2,78,54.81,'ALIMENTOS',AGOSTO,7,true,ALTA
129,37,17.53,'DEPORTES',DICIEMBRE,10,true,ALTA
25,59,23.54,'HOGAR',ENERO,3,true,BAJA
135,55,56.42,'HOGAR',MARZO,9,true,ALTA
120,65,86.02,'HOGAR',MAYO,5,true,ALTA
102,82,27.3,'HOGAR',MARZO,9,false,ALTA
105,51,112.87,'DEPORTES',ABRIL,6,true,ALTA
21,57,131.22,'ELECTRONICA',AGOSTO,3,true,BAJA
67,45,81.28,'ELECTRONICA',NOVIEMBRE,4,false,MEDIA
2,33,134.22,'ALIMENTOS',MAYO,3,false,BAJA
86,70,140.53,'ELECTRONICA',MAYO,10,false,ALTA
57,81,117.48,'HOGAR',SEPTIEMBRE,1,true,MEDIA
91,45,58.81,'DEPORTES',FEBRERO,7,false,ALTA
64,40,5.83,'DEPORTES',MAYO,9,false,MEDIA
37,75,60.46,'ALIMENTOS',FEBRERO,10,false,MEDIA
42,79,143.61,'HOGAR',JUNIO,6,true,MEDIA
133,25,10.15,'DEPORTES',OCTUBRE,8,false,ALTA
108,89,82.82,'ELECTRONICA',JULIO,5,false,BAJA
132,2,119.92,'ALIMENTOS',NOVIEMBRE,10,true,ALTA
74,12,106.57,'DEPORTES',AGOSTO,0,false,MEDIA
25,13,90.58,'ALIMENTOS',ABRIL,7,true,ALTA
5,83,141.15,'MODA',ENERO,2,false,ALTA
51,69,59.48,'MODA',JULIO,3,false,MEDIA
113,38,75.8,'ELECTRONICA',JULIO,4,false,ALTA
149,93,134.79,'ALIMENTOS',DICIEMBRE,1,true,ALTA
37,38,90.43,'ELECTRONICA',AGOSTO,1,false,MEDIA
114,65,67.7,'ALIMENTOS',JUNIO,9,true,ALTA
130,57,149.48,'ALIMENTOS',NOVIEMBRE,7,true,ALTA
125,15,21.19,'ALIMENTOS',ENERO,0,false,ALTA
75,12,5.57,'HOGAR',OCTUBRE,9,false,ALTA
150,56,103.82,'ALIMENTOS',ENERO,5,false,BAJA
132,58,98.46,'ELECTRONICA',JULIO,5,false,ALTA
138,71,62.67,'ELECTRONICA',FEBRERO,8,false,ALTA
75,62,149.01,'ALIMENTOS',JUNIO,2,true,ALTA
135,76,63.79,'ALIMENTOS',AGOSTO,1,true,ALTA
101,100,119.15,'ELECTRONICA',OCTUBRE,8,false,ALTA
34,95,147.86,'MODA',NOVIEMBRE,6,true,MEDIA
124,4,22.09,'HOGAR',SEPTIEMBRE,5,true,ALTA
78,30,85.51,'DEPORTES',ABRIL,1,true,ALTA
41,19,36.2,'HOGAR',DICIEMBRE,0,false,MEDIA
21,32,68.71,'MODA',FEBRERO,10,true,BAJA
26,50,79.14,'MODA',JUNIO,0,false,BAJA
4,95,18.53,'ALIMENTOS',FEBRERO,6,false,BAJA
6,85,76.34,'ALIMENTOS',ENERO,9,true,BAJA
44,29,50.86,'MODA',ABRIL,9,true,MEDIA
123,86,28.38,'HOGAR',NOVIEMBRE,10,true,ALTA
60,5,26.07,'HOGAR',ABRIL,0,false,MEDIA
142,32,64.62,'HOGAR',FEBRERO,1,true,BAJA
61,48,142.69,'MODA',DICIEMBRE,0,false,MEDIA
101,77,116.43,'HOGAR',ABRIL,3,true,ALTA
29,47,40.73,'DEPORTES',JUNIO,4,false,BAJA
61,95,23.72,'ELECTRONICA',SEPTIEMBRE,3,false,BAJA
109,64,30.93,'MODA',NOVIEMBRE,9,false,MEDIA
69,69,105.32,'ELECTRONICA',OCTUBRE,6,false,ALTA
71,62,2.56,'ALIMENTOS',OCTUBRE,6,false,MEDIA
104,90,114.64,'ALIMENTOS',MAYO,1,false,MEDIA
41,31,96.26,'ELECTRONICA',MARZO,4,true,MEDIA
58,79,110.02,'DEPORTES',AGOSTO,6,false,MEDIA
99,92,132.14,'MODA',ABRIL,7,true,ALTA
30,8,26.78,'ELECTRONICA',JULIO,1,false,MEDIA
92,29,54.03,'MODA',ENERO,2,true,ALTA
141,64,142.02,'DEPORTES',MARZO,8,true,ALTA
65,59,78.83,'DEPORTES',ENERO,4,true,MEDIA
104,57,50.33,'ELECTRONICA',ABRIL,3,false,ALTA
96,97,77.38,'DEPORTES',OCTUBRE,3,false,ALTA
139,49,4.68,'HOGAR',SEPTIEMBRE,7,true,ALTA
120,50,123.68,'MODA',OCTUBRE,1,true,ALTA
1,9,117.58,'HOGAR',MARZO,3,false,BAJA
49,44,85.18,'MODA',JULIO,1,true,MEDIA
149,43,146.25,'MODA',OCTUBRE,0,false,ALTA
148,44,133.66,'DEPORTES',OCTUBRE,10,true,ALTA
48,91,67.2,'MODA',FEBRERO,0,true,MEDIA
138,45,91.86,'MODA',MAYO,6,true,ALTA
121,86,28.48,'ELECTRONICA',AGOSTO,9,true,BAJA
84,31,24.55,'DEPORTES',NOVIEMBRE,8,false,ALTA
145,63,9.59,'HOGAR',DICIEMBRE,9,false,ALTA
123,16,55.72,'DEPORTES',JULIO,9,true,ALTA
33,84,69.58,'ALIMENTOS',SEPTIEMBRE,5,false,MEDIA
68,73,113.47,'ELECTRONICA',FEBRERO,8,true,MEDIA
139,84,106.16,'HOGAR',ENERO,0,true,ALTA
75,27,129.87,'HOGAR',MARZO,7,true,MEDIA
50,42,126.4,'ALIMENTOS',DICIEMBRE,7,true,MEDIA
114,95,95.59,'ELECTRONICA',NOVIEMBRE,10,true,ALTA
133,48,65.46,'ELECTRONICA',ENERO,6,true,ALTA
38,91,6.6,'HOGAR',NOVIEMBRE,8,true,MEDIA
59,78,112.23,'DEPORTES',MARZO,2,false,MEDIA
63,36,70.43,'DEPORTES',NOVIEMBRE,5,false,MEDIA
42,21,69.99,'DEPORTES',MAYO,3,false,MEDIA
19,3,25.12,'MODA',SEPTIEMBRE,9,false,BAJA
54,91,2.03,'MODA',NOVIEMBRE,3,false,MEDIA
88,35,7.49,'HOGAR',SEPTIEMBRE,1,false,MEDIA
69,6,97.6,'ALIMENTOS',ENERO,0,true,MEDIA
97,41,51.07,'DEPORTES',NOVIEMBRE,8,false,ALTA
102,17,60.38,'ALIMENTOS',MARZO,10,false,BAJA
23,32,14.08,'ELECTRONICA',DICIEMBRE,8,true,BAJA
83,79,38.19,'HOGAR',MAYO,9,true,MEDIA
27,31,21.08,'DEPORTES',ABRIL,8,false,ALTA
123,35,27.99,'ELECTRONICA',FEBRERO,4,false,ALTA
19,100,135.49,'DEPORTES',NOVIEMBRE,10,false,BAJA
57,33,66.74,'DEPORTES',ABRIL,3,true,ALTA
74,9,11.28,'ELECTRONICA',SEPTIEMBRE,5,false,MEDIA
136,10,2.3,'ELECTRONICA',DICIEMBRE,5,true,ALTA
57,42,42.86,'ELECTRONICA',OCTUBRE,3,true,MEDIA
55,89,11.04,'MODA',SEPTIEMBRE,0,true,MEDIA
127,6,108.13,'ALIMENTOS',ABRIL,6,false,BAJA
45,23,54.28,'DEPORTES',JULIO,4,true,MEDIA
150,9,94.83,'ELECTRONICA',ABRIL,10,true,MEDIA
118,5,29.89,'MODA',DICIEMBRE,3,false,ALTA
97,75,95.99,'MODA',NOVIEMBRE,5,true,ALTA
20,45,98.34,'MODA',AGOSTO,4,true,BAJA
87,47,114.03,'ELECTRONICA',OCTUBRE,4,true,ALTA
144,58,102.46,'ELECTRONICA',DICIEMBRE,7,false,ALTA
42,46,116.75,'MODA',DICIEMBRE,0,false,MEDIA
57,65,58.08,'ELECTRONICA',SEPTIEMBRE,7,false,MEDIA
51,83,125.71,'DEPORTES',OCTUBRE,4,false,MEDIA
142,47,98.3,'HOGAR',AGOSTO,3,false,ALTA
14,14,142.18,'MODA',SEPTIEMBRE,6,true,BAJA
51,36,94.78,'HOGAR',ENERO,1,true,MEDIA
41,23,38.04,'ALIMENTOS',MARZO,5,true,MEDIA
5,63,116.86,'MODA',OCTUBRE,8,false,BAJA
30,62,26.74,'MODA',ABRIL,1,true,MEDIA
127,22,13.52,'HOGAR',ENERO,4,true,ALTA
10,39,111.05,'HOGAR',MAYO,4,true,BAJA
27,22,96.05,'MODA',JUNIO,6,false,BAJA
11,74,126.71,'ELECTRONICA',SEPTIEMBRE,4,true,BAJA
36,53,135.44,'ELECTRONICA',AGOSTO,10,true,ALTA
21,29,90.85,'HOGAR',MARZO,1,true,BAJA
107,20,120.74,'HOGAR',MAYO,6,false,BAJA
24,43,4.94,'HOGAR',NOVIEMBRE,3,true,BAJA
92,9,28.49,'HOGAR',JUNIO,4,true,MEDIA
104,98,116.8,'MODA',MARZO,5,false,ALTA
58,28,33.92,'ELECTRONICA',MARZO,5,false,BAJA
15,80,65.32,'MODA',FEBRERO,9,true,BAJA
146,29,113.02,'HOGAR',MAYO,8,false,ALTA
124,84,54.58,'DEPORTES',JULIO,5,true,ALTA
115,8,28.92,'HOGAR',MAYO,0,true,ALTA
141,64,111.75,'DEPORTES',MAYO,10,false,ALTA
42,8,36.26,'HOGAR',MARZO,9,false,MEDIA
83,4,149.92,'ALIMENTOS',MARZO,2,false,ALTA
134,48,38.34,'DEPORTES',MARZO,4,true,ALTA
140,20,146.83,'HOGAR',NOVIEMBRE,10,false,ALTA
117,65,68.3,'ELECTRONICA',JUNIO,10,true,BAJA
78,63,26.99,'MODA',NOVIEMBRE,10,false,ALTA
99,29,8.24,'ELECTRONICA',FEBRERO,3,true,ALTA
37,28,70.06,'MODA',ENERO,0,false,MEDIA
63,84,86.81,'HOGAR',FEBRERO,8,true,MEDIA
45,87,28.93,'HOGAR',MAYO,10,false,MEDIA
49,76,113.73,'ALIMENTOS',FEBRERO,9,false,MEDIA
83,16,46.56,'HOGAR',MARZO,6,true,ALTA
103,10,114.37,'HOGAR',NOVIEMBRE,2,false,ALTA
52,36,106.81,'HOGAR',MARZO,6,false,MEDIA
21,28,26.17,'ELECTRONICA',JUNIO,9,true,BAJA
41,61,139.62,'HOGAR',ENERO,1,false,MEDIA
121,63,14.12,'HOGAR',MARZO,1,true,ALTA
65,32,137.89,'ALIMENTOS',FEBRERO,0,false,MEDIA
44,91,32.59,'MODA',OCTUBRE,3,true,MEDIA
76,67,6.58,'MODA',ABRIL,7,false,ALTA
136,62,134.16,'MODA',JUNIO,9,true,ALTA
5,13,99.87,'MODA',AGOSTO,4,true,ALTA
120,42,123.32,'ELECTRONICA',OCTUBRE,8,true,ALTA
143,22,20.59,'ALIMENTOS',ENERO,10,true,ALTA
61,1,116.72,'ALIMENTOS',ENERO,3,true,MEDIA
124,76,119.1,'DEPORTES',JULIO,6,false,ALTA
84,25,124.34,'ELECTRONICA',FEBRERO,3,false,ALTA
34,11,72.86,'MODA',MAYO,4,true,MEDIA
69,90,127.49,'MODA',SEPTIEMBRE,6,true,MEDIA
20,44,75.87,'ELECTRONICA',SEPTIEMBRE,8,true,BAJA
117,32,27.74,'ELECTRONICA',SEPTIEMBRE,3,true,ALTA
143,2,76.43,'DEPORTES',OCTUBRE,5,false,ALTA
103,85,136.91,'ELECTRONICA',JUNIO,1,true,ALTA
27,53,70.94,'ELECTRONICA',MAYO,7,true,MEDIA
52,10,63.01,'MODA',ENERO,3,true,MEDIA
5,66,72.53,'HOGAR',ENERO,7,true,BAJA
68,26,113.99,'MODA',MAYO,6,false,MEDIA
69,61,45.48,'ELECTRONICA',NOVIEMBRE,10,true,MEDIA
38,68,66.8,'MODA',AGOSTO,10,true,MEDIA
56,5,95.86,'MODA',MARZO,4,false,MEDIA
9,86,17.88,'ELECTRONICA',NOVIEMBRE,7,true,BAJA
138,89,56.63,'ALIMENTOS',ABRIL,7,true,ALTA
126,92,85.75,'ALIMENTOS',DICIEMBRE,10,false,ALTA
29,55,52.29,'ELECTRONICA',OCTUBRE,3,true,BAJA
146,95,128.75,'MODA',JULIO,1,false,ALTA
71,9,121.07,'MODA',FEBRERO,4,true,MEDIA
22,45,145.78,'MODA',AGOSTO,7,true,BAJA
145,95,56.46,'HOGAR',FEBRERO,4,false,ALTA
93,61,60.41,'MODA',ENERO,9,true,ALTA
145,1,32.2,'MODA',MARZO,6,true,ALTA
115,49,4.81,'ELECTRONICA',JULIO,2,true,ALTA
91,4,48.38,'ELECTRONICA',FEBRERO,3,false,ALTA
91,11,74.47,'ALIMENTOS',FEBRERO,6,false,ALTA
80,48,13.55,'DEPORTES',MAYO,0,false,ALTA
78,97,85.35,'ALIMENTOS',MARZO,4,false,ALTA
66,45,4.42,'ELECTRONICA',DICIEMBRE,2,true,MEDIA
79,31,13.43,'ELECTRONICA',MAYO,8,true,ALTA
38,89,57.88,'MODA',SEPTIEMBRE,8,true,MEDIA
141,82,133.72,'ALIMENTOS',OCTUBRE,6,false,ALTA
85,71,2.26,'ELECTRONICA',JULIO,9,false,ALTA
21,67,67.37,'MODA',JULIO,2,true,MEDIA
84,50,107.01,'ALIMENTOS',ENERO,4,true,ALTA
77,50,50.04,'ELECTRONICA',SEPTIEMBRE,1,false,ALTA
43,43,52.59,'ELECTRONICA',OCTUBRE,8,true,MEDIA
62,67,1.09,'DEPORTES',MAYO,5,false,MEDIA
81,68,57.25,'ALIMENTOS',FEBRERO,1,true,BAJA
120,9,16.8,'DEPORTES',ENERO,9,false,ALTA
18,24,88.44,'DEPORTES',ABRIL,10,true,ALTA
139,78,89.21,'HOGAR',JUNIO,7,true,ALTA
106,70,29.62,'DEPORTES',ABRIL,2,true,ALTA
12,66,75.49,'ELECTRONICA',ENERO,4,true,MEDIA
52,44,15.64,'ALIMENTOS',ENERO,1,true,MEDIA
3,57,32.13,'MODA',MAYO,9,false,BAJA
16,88,76.4,'HOGAR',FEBRERO,6,true,BAJA
42,38,77.31,'HOGAR',DICIEMBRE,1,false,MEDIA
141,14,126.61,'ALIMENTOS',MAYO,5,true,ALTA
50,75,1.86,'ELECTRONICA',ABRIL,0,false,MEDIA
2,13,68.64,'MODA',MAYO,10,false,BAJA
98,73,79.1,'ELECTRONICA',OCTUBRE,6,true,ALTA
150,52,58.46,'DEPORTES',ENERO,1,false,ALTA
143,74,100.6,'HOGAR',JULIO,2,false,ALTA
123,100,118.81,'DEPORTES',MAYO,6,true,ALTA
150,58,144.59,'ALIMENTOS',DICIEMBRE,2,true,ALTA
48,93,36.49,'MODA',FEBRERO,1,true,MEDIA
56,92,109.22,'ELECTRONICA',MARZO,5,true,MEDIA
133,86,148.85,'MODA',JULIO,8,true,ALTA
68,84,35.48,'DEPORTES',JUNIO,8,false,MEDIA
89,4,7.63,'MODA',ENERO,1,false,ALTA
14,59,60.19,'ALIMENTOS',FEBRERO,0,true,BAJA
117,71,46.16,'HOGAR',JUNIO,6,true,ALTA
142,16,109.47,'ELECTRONICA',FEBRERO,1,false,ALTA
7,2,14.74,'MODA',AGOSTO,8,true,BAJA
71,35,33.21,'DEPORTES',MARZO,3,true,BAJA
126,33,42.67,'ELECTRONICA',JULIO,5,false,ALTA
24,51,78.02,'HOGAR',DICIEMBRE,9,true,BAJA
118,35,25.37,'MODA',DICIEMBRE,0,true,ALTA
31,37,92.44,'MODA',NOVIEMBRE,8,false,MEDIA
123,42,7.9,'HOGAR',SEPTIEMBRE,8,false,ALTA
69,70,148.19,'ALIMENTOS',SEPTIEMBRE,10,false,MEDIA
143,94,39.89,'ALIMENTOS',DICIEMBRE,7,false,ALTA
87,92,118.69,'ELECTRONICA',MARZO,5,true,ALTA
54,94,30.12,'ELECTRONICA',DICIEMBRE,2,false,MEDIA
150,44,129.93,'MODA',MARZO,6,false,ALTA
75,45,96.56,'HOGAR',FEBRERO,0,false,ALTA
33,77,76.31,'ELECTRONICA',NOVIEMBRE,0,false,MEDIA
68,56,48.42,'ALIMENTOS',OCTUBRE,0,true,ALTA
59,61,36.19,'MODA',ENERO,2,false,MEDIA
49,90,5.51,'DEPORTES',DICIEMBRE,10,true,MEDIA
106,68,4.27,'HOGAR',MAYO,7,true,ALTA
33,80,48.43,'ALIMENTOS',NOVIEMBRE,0,true,MEDIA
67,19,29.12,'ALIMENTOS',DICIEMBRE,4,false,MEDIA
33,9,5.14,'ELECTRONICA',ENERO,6,true,MEDIA
111,95,13.33,'MODA',FEBRERO,4,true,ALTA
54,32,33.02,'ALIMENTOS',FEBRERO,7,true,MEDIA
11,70,56.72,'DEPORTES',NOVIEMBRE,2,true,BAJA
88,51,56.72,'ELECTRONICA',OCTUBRE,10,false,ALTA
132,19,96.13,'MODA',SEPTIEMBRE,9,true,ALTA
25,62,123.29,'DEPORTES',JULIO,2,true,BAJA
129,61,40.71,'HOGAR',DICIEMBRE,3,true,ALTA
69,31,74.17,'HOGAR',MARZO,7,false,MEDIA
95,43,49.57,'MODA',MAYO,8,false,ALTA
81,23,132.08,'ALIMENTOS',OCTUBRE,5,false,ALTA
65,88,41.71,'ALIMENTOS',ABRIL,3,false,MEDIA
81,46,101.9,'MODA',MAYO,5,false,ALTA
5,84,91.53,'DEPORTES',JULIO,4,true,ALTA
18,28,90.42,'ALIMENTOS',JULIO,7,true,BAJA
36,74,122.53,'DEPORTES',JULIO,7,true,MEDIA
107,85,52.76,'DEPORTES',ABRIL,9,true,ALTA
88,76,6.7,'DEPORTES',SEPTIEMBRE,9,false,ALTA
21,37,2.72,'ALIMENTOS',DICIEMBRE,9,true,MEDIA
133,91,78.64,'HOGAR',JUNIO,7,false,ALTA
120,46,134.46,'MODA',FEBRERO,1,true,ALTA
111,30,66.75,'ELECTRONICA',AGOSTO,2,true,ALTA
52,5,25.87,'ALIMENTOS',JULIO,0,false,MEDIA
127,45,59.11,'MODA',ABRIL,2,true,ALTA
46,28,23.76,'ELECTRONICA',AGOSTO,0,false,MEDIA
1,79,86.93,'ELECTRONICA',JULIO,5,false,BAJA
19,95,62.34,'ALIMENTOS',OCTUBRE,0,true,BAJA
80,51,43.14,'HOGAR',OCTUBRE,5,true,ALTA
145,60,19.56,'HOGAR',NOVIEMBRE,8,true,ALTA
55,6,15.83,'DEPORTES',NOVIEMBRE,7,true,MEDIA
91,27,86.61,'DEPORTES',ABRIL,6,false,ALTA
93,4,66.94,'ELECTRONICA',MARZO,9,true,ALTA
78,75,114.68,'HOGAR',AGOSTO,2,true,ALTA
123,33,92.61,'ALIMENTOS',FEBRERO,4,false,ALTA
29,81,146.91,'MODA',JULIO,9,true,BAJA
142,81,53.03,'DEPORTES',NOVIEMBRE,10,false,BAJA
139,32,72.24,'ALIMENTOS',FEBRERO,3,true,ALTA
10,49,132.57,'ALIMENTOS',JULIO,5,false,BAJA
110,96,124.65,'HOGAR',NOVIEMBRE,8,false,ALTA
99,12,149.81,'HOGAR',OCTUBRE,7,true,ALTA
83,51,146.4,'DEPORTES',ABRIL,3,true,ALTA
67,61,66.6,'ALIMENTOS',ABRIL,3,true,MEDIA
27,50,1.0,'ALIMENTOS',DICIEMBRE,6,true,BAJA
149,77,50.17,'MODA',OCTUBRE,9,true,ALTA
78,88,60.52,'HOGAR',JULIO,0,false,ALTA
143,92,72.47,'ALIMENTOS',OCTUBRE,6,false,ALTA
43,2,6.11,'ELECTRONICA',NOVIEMBRE,0,false,MEDIA
66,31,59.93,'ELECTRONICA',ENERO,1,true,MEDIA
82,17,35.14,'MODA',OCTUBRE,6,true,ALTA
113,5,105.66,'ELECTRONICA',DICIEMBRE,3,true,ALTA
148,39,8.9,'DEPORTES',FEBRERO,10,false,ALTA
133,84,52.64,'DEPORTES',JUNIO,0,true,ALTA
120,43,52.15,'DEPORTES',NOVIEMBRE,8,true,ALTA
79,5,13.89,'MODA',MAYO,6,true,ALTA
57,85,126.02,'ALIMENTOS',SEPTIEMBRE,3,false,MEDIA
17,19,105.96,'DEPORTES',JUNIO,3,false,BAJA
129,60,112.74,'HOGAR',MARZO,5,false,MEDIA
90,33,39.44,'HOGAR',JUNIO,4,false,ALTA
42,38,30.59,'MODA',DICIEMBRE,1,false,MEDIA
45,15,124.51,'MODA',JUNIO,7,true,MEDIA
125,11,13.12,'ALIMENTOS',MAYO,2,true,BAJA
109,10,106.26,'ALIMENTOS',ENERO,1,false,ALTA
119,74,149.33,'ALIMENTOS',MAYO,0,true,ALTA
94,7,47.34,'ALIMENTOS',ABRIL,5,true,MEDIA
87,90,1.23,'DEPORTES',JULIO,3,true,ALTA
75,49,49.71,'HOGAR',ENERO,1,false,ALTA
30,67,23.55,'MODA',ENERO,0,true,BAJA
78,20,81.05,'MODA',DICIEMBRE,7,false,ALTA
105,51,82.78,'MODA',NOVIEMBRE,4,false,ALTA
4,29,48.43,'MODA',NOVIEMBRE,1,true,BAJA
45,1,35.9,'ELECTRONICA',NOVIEMBRE,5,false,MEDIA
115,66,41.84,'ALIMENTOS',JULIO,1,false,ALTA
76,65,87.68,'ELECTRONICA',JULIO,1,true,MEDIA
115,36,30.91,'ALIMENTOS',ABRIL,4,false,MEDIA
56,19,74.76,'ELECTRONICA',ABRIL,7,true,MEDIA
39,59,54.85,'HOGAR',FEBRERO,0,true,MEDIA
18,37,62.51,'ELECTRONICA',DICIEMBRE,9,false,BAJA
125,31,88.81,'MODA',SEPTIEMBRE,6,false,ALTA
120,71,104.16,'DEPORTES',JUNIO,6,true,ALTA
106,13,5.05,'ALIMENTOS',FEBRERO,6,true,BAJA
131,12,30.13,'ALIMENTOS',DICIEMBRE,10,false,ALTA
80,71,86.5,'ELECTRONICA',SEPTIEMBRE,7,true,ALTA
74,24,86.87,'DEPORTES',SEPTIEMBRE,2,true,MEDIA
101,28,1.5,'ALIMENTOS',NOVIEMBRE,7,false,ALTA
9,61,118.57,'DEPORTES',DICIEMBRE,6,true,BAJA
96,96,14.43,'MODA',DICIEMBRE,3,false,ALTA
54,79,67.83,'ALIMENTOS',OCTUBRE,3,false,MEDIA
